root_nosl,level,deployed_decomp,flag
ano,1,an/o,NEEDS_TRANS
aro,1,ar/o,
aĵo,1,aĵ/o,
ebla,1,ebl/a,
eco,1,ec/o,
ejo,1,ej/o,
ema,1,em/a,
estro,1,estr/o,
ha!,1,ha!,
ho!,1,ho!,
ido,1,id/o,
igi,1,ig/i,
ilo,1,il/o,
inda,1,ind/a,
ino,1,in/o,
ismo,1,ism/o,
iĝi,1,iĝ/i,
ujo,1,uj/o,
ulo,1,ul/o,
a,1.77,a,NEEDS_TRANS
ajn,1.77,ajn,NEEDS_TRANS
al,1.77,al,
almenaŭ,1.77,almenaŭ,
ambaŭ,1.77,ambaŭ,
ankaŭ,1.77,ankaŭ,
ankoraŭ,1.77,ankoraŭ,
anstataŭ,1.77,anstataŭ,NEEDS_TRANS
antaŭ,1.77,antaŭ,
apenaŭ,1.77,apenaŭ,
apud,1.77,apud,
aŭ,1.77,aŭ,
baldaŭ,1.77,baldaŭ,
bo,1.77,bo,
cent,1.77,cent,
da,1.77,da,
de,1.77,de,
dek,1.77,dek,
do,1.77,do,
du,1.77,du,
dum,1.77,dum,
e,1.77,e,NEEDS_TRANS
ek,1.77,ek,
ekster,1.77,ekster,
el,1.77,el,
en,1.77,en,NEEDS_TRANS
et,1.77,et/,
eĉ,1.77,eĉ,
for,1.77,for,
hieraŭ,1.77,hieraŭ,
hodiaŭ,1.77,hodiaŭ,
ia,1.77,ia,
iam,1.77,iam,
ie,1.77,ie,
ili,1.77,ili,
inter,1.77,inter,
io,1.77,io,
iom,1.77,iom,
iu,1.77,iu,
j,1.77,j,NEEDS_TRANS
ja,1.77,ja,
jam,1.77,jam,
je,1.77,je,
jen,1.77,jen,
jes,1.77,jes,
kaj,1.77,kaj,
ke,1.77,ke,
kia,1.77,kia,
kial,1.77,kial,
kiam,1.77,kiam,NEEDS_TRANS
kie,1.77,kie,
kiel,1.77,kiel,
kies,1.77,kies,
kio,1.77,kio,
kiom,1.77,kiom,
kiu,1.77,kiu,
kontraŭ,1.77,kontraŭ,
krom,1.77,krom,
kun,1.77,kun,
kvankam,1.77,kvankam,
kvar,1.77,kvar,
kvazaŭ,1.77,kvazaŭ,
kvin,1.77,kvin,
la,1.77,la,NEEDS_TRANS
laŭ,1.77,laŭ,
li,1.77,li,
mem,1.77,mem,
mi,1.77,mi,
mil,1.77,mil,
morgaŭ,1.77,morgaŭ,
n,1.77,n,NEEDS_TRANS
naŭ,1.77,naŭ,
ne,1.77,ne,
nek,1.77,nek,
nenia,1.77,nenia,
neniam,1.77,neniam,
nenie,1.77,nenie,
nenio,1.77,nenio,
neniu,1.77,neniu,NEEDS_TRANS
ni,1.77,ni,
nu,1.77,nu,
nun,1.77,nun,
nur,1.77,nur,
o,1.77,o,NEEDS_TRANS
ok,1.77,ok,
ol,1.77,ol,
oni,1.77,oni,
per,1.77,per,
plej,1.77,plej,
pli,1.77,pli,
plu,1.77,plu,
por,1.77,por,
post,1.77,post,
preskaŭ,1.77,preskaŭ,
pri,1.77,pri,
pro,1.77,pro,
se,1.77,se,
sed,1.77,sed,
sen,1.77,sen,
sep,1.77,sep,
ses,1.77,ses,
si,1.77,si,
sub,1.77,sub,
super,1.77,super,
sur,1.77,sur,
tamen,1.77,tamen,
tia,1.77,tia,
tial,1.77,tial,
tiam,1.77,tiam,
tie,1.77,tie,
tiel,1.77,tiel,
tio,1.77,tio,
tiom,1.77,tiom,
tiu,1.77,tiu,
tra,1.77,tra,
trans,1.77,trans,
tre,1.77,tre,
tri,1.77,tri,
tro,1.77,tro,
tuj,1.77,tuj,
u,1.77,u,NEEDS_TRANS
unu,1.77,unu,
vi,1.77,vi,
ĉar,1.77,ĉar,
ĉe,1.77,ĉe,
ĉi,1.77,ĉi,
ĉiam,1.77,ĉiam,
ĉie,1.77,ĉie,
ĉio,1.77,ĉio,
ĉirkaŭ,1.77,ĉirkaŭ,
ĉiu,1.77,ĉiu,
ĉu,1.77,ĉu,NEEDS_TRANS
ĝi,1.77,ĝi,
ĝis,1.77,ĝis,
ĵus,1.77,ĵus,
ŝi,1.77,ŝi,
resto,2,rest/o,
afero,2.27,afer/o,
alia,2.27,ali/a,
alta,2.27,alt/a,
ami,2.27,am/i,
amiko,2.27,amik/o,
bela,2.27,bel/a,
bona,2.27,bon/a,
demandi,2.27,demand/i,
devi,2.27,dev/i,
deziri,2.27,dezir/i,
diri,2.27,dir/i,
doni,2.27,don/i,
esti,2.27,est/i,
facila,2.27,facil/a,
fari,2.27,far/i,
feliĉa,2.27,feliĉ/a,
fini,2.27,fin/i,
flanko,2.27,flank/o,
fojo,2.27,foj/o,
formo,2.27,form/o,
forta,2.27,fort/a,
granda,2.27,grand/a,
grava,2.27,grav/a,
havi,2.27,hav/i,
helpi,2.27,help/i,
homo,2.27,hom/o,
infano,2.27,infan/o,
iri,2.27,ir/i,
jaro,2.27,jar/o,
juna,2.27,jun/a,
kampo,2.27,kamp/o,
kapo,2.27,kap/o,
kelka,2.27,kelk/a,
klara,2.27,klar/a,
komenci,2.27,komenc/i,
kompreni,2.27,kompren/i,
koni,2.27,kon/i,
koro,2.27,kor/o,
kredi,2.27,kred/i,
labori,2.27,labor/i,
lando,2.27,land/o,
lasta,2.27,last/a,
legi,2.27,leg/i,
lerni,2.27,lern/i,
levi,2.27,lev/i,
libera,2.27,liber/a,
loko,2.27,lok/o,
longa,2.27,long/a,
loĝi,2.27,loĝ/i,
mano,2.27,man/o,
meti,2.27,met/i,
militi,2.27,milit/i,
mondo,2.27,mond/o,
montri,2.27,montr/i,
morti,2.27,mort/i,
movi,2.27,mov/i,
multa,2.27,mult/a,
nacio,2.27,naci/o,
nomo,2.27,nom/o,
nova,2.27,nov/a,
okazi,2.27,okaz/i,
paroli,2.27,parol/i,
patro,2.27,patr/o,
peti,2.27,pet/i,
plena,2.27,plen/a,
porti,2.27,port/i,
povi,2.27,pov/i,
preni,2.27,pren/i,
proksima,2.27,proksim/a,
rapida,2.27,rapid/a,
respondi,2.27,respond/i,
resti,2.27,rest/i,
ricevi,2.27,ricev/i,
ridi,2.27,rid/i,
riĉa,2.27,riĉ/a,
ruĝa,2.27,ruĝ/a,
sama,2.27,sam/a,
scii,2.27,sci/i,
sekvi,2.27,sekv/i,
sendi,2.27,send/i,
sidi,2.27,sid/i,
sinjoro,2.27,sinjor/o,
skribi,2.27,skrib/i,
stari,2.27,star/i,
tago,2.27,tag/o,
tempo,2.27,temp/o,
teni,2.27,ten/i,
tero,2.27,ter/o,
tuta,2.27,tut/a,
veni,2.27,ven/i,
veturi,2.27,vetur/i,
vidi,2.27,vid/i,
viro,2.27,vir/o,
vivi,2.27,viv/i,
vojo,2.27,voj/o,
voli,2.27,vol/i,
vorto,2.27,vort/o,
ĉambro,2.27,ĉambr/o,
ĝoji,2.27,ĝoj/i,
ŝajni,2.27,ŝajn/i,
ar,2.54,ar,
daŭri,2.54,daŭr/i,
frue,2.54,fru/e,
kolekti,2.54,kolekt/i,
nulo,2.54,nul/o,
ofte,2.54,oft/e,
precipe,2.54,precip/e,
supre,2.54,supr/e,
akvo,2.77,akv/o,
arbo,2.77,arb/o,
arto,2.77,art/o,
atendi,2.77,atend/i,
aĉeti,2.77,aĉet/i,
aŭdi,2.77,aŭd/i,
bati,2.77,bat/i,
bezoni,2.77,bezon/i,
bildo,2.77,bild/o,
birdo,2.77,bird/o,
blanka,2.77,blank/a,
bruli,2.77,brul/i,
buŝo,2.77,buŝ/o,
certa,2.77,cert/a,
danki,2.77,dank/i,
dekstra,2.77,dekstr/a,
dolĉa,2.77,dolĉ/a,
domo,2.77,dom/o,
dormi,2.77,dorm/i,
edzo,2.77,edz/o,
fali,2.77,fal/i,
familio,2.77,famili/o,
fenestro,2.77,fenestr/o,
fermi,2.77,ferm/i,
filo,2.77,fil/o,
fingro,2.77,fingr/o,
flugi,2.77,flug/i,
frato,2.77,frat/o,
fraŭlo,2.77,fraŭl/o,
frukto,2.77,frukt/o,
haro,2.77,har/o,
hejmo,2.77,hejm/o,
horo,2.77,hor/o,
interesi,2.77,interes/i,
kanti,2.77,kant/i,
knabo,2.77,knab/o,
koloro,2.77,kolor/o,
konsili,2.77,konsil/i,
konstrui,2.77,konstru/i,
kosti,2.77,kost/i,
kreski,2.77,kresk/i,
krii,2.77,kri/i,
kuraĝa,2.77,kuraĝ/a,
kuri,2.77,kur/i,
lasi,2.77,las/i,
letero,2.77,leter/o,
libro,2.77,libr/o,
lingvo,2.77,lingv/o,
lito,2.77,lit/o,
lumi,2.77,lum/i,
manki,2.77,mank/i,
manĝi,2.77,manĝ/i,
maro,2.77,mar/o,
mateno,2.77,maten/o,
memori,2.77,memor/i,
miri,2.77,mir/i,
mono,2.77,mon/o,
monto,2.77,mont/o,
muro,2.77,mur/o,
naski,2.77,nask/i,
necesa,2.77,neces/a,
nigra,2.77,nigr/a,
okulo,2.77,okul/o,
okupi,2.77,okup/i,
paco,2.77,pac/o,
pagi,2.77,pag/i,
parto,2.77,part/o,
pasi,2.77,pas/i,
peco,2.77,pec/o,
pensi,2.77,pens/i,
perdi,2.77,perd/i,
permesi,2.77,permes/i,
persono,2.77,person/o,
piedo,2.77,pied/o,
popolo,2.77,popol/o,
pordo,2.77,pord/o,
premi,2.77,prem/i,
prezenti,2.77,prezent/i,
propra,2.77,propr/a,
provi,2.77,prov/i,
punkto,2.77,punkt/o,
pura,2.77,pur/a,
rajto,2.77,rajt/o,
rakonti,2.77,rakont/i,
regi,2.77,reg/i,
renkonti,2.77,renkont/i,
rigardi,2.77,rigard/i,
rimarki,2.77,rimark/i,
semajno,2.77,semajn/o,
senti,2.77,sent/i,
serĉi,2.77,serĉ/i,
simpla,2.77,simpl/a,
sola,2.77,sol/a,
soni,2.77,son/i,
suno,2.77,sun/o,
tablo,2.77,tabl/o,
timi,2.77,tim/i,
tiri,2.77,tir/i,
trankvila,2.77,trankvil/a,
trinki,2.77,trink/i,
turni,2.77,turn/i,
urbo,2.77,urb/o,
uzi,2.77,uz/i,
valoro,2.77,valor/o,
varma,2.77,varm/a,
vento,2.77,vent/o,
vera,2.77,ver/a,
vespero,2.77,vesper/o,
vesto,2.77,vest/o,
vizaĝo,2.77,vizaĝ/o,
vojaĝi,2.77,vojaĝ/i,
ĉielo,2.77,ĉiel/o,
ĵeti,2.77,ĵet/i,
ŝanĝi,2.77,ŝanĝ/i,
frua,3,fru/a,
intereso,3,interes/o,
aero,3.27,aer/o,
agrabla,3.27,agrabl/a,
akcepti,3.27,akcept/i,
amaso,3.27,amas/o,
aperi,3.27,aper/i,
atenta,3.27,atent/a,
aĝo,3.27,aĝ/o,
aŭskulti,3.27,aŭskult/i,
aŭtuno,3.27,aŭtun/o,
besto,3.27,best/o,
blua,3.27,blu/a,
brili,3.27,bril/i,
celo,3.27,cel/o,
dento,3.27,dent/o,
dika,3.27,dik/a,
direkto,3.27,direkt/o,
diversa,3.27,divers/a,
doloro,3.27,dolor/o,
dubi,3.27,dub/i,
elekti,3.27,elekt/i,
erari,3.27,erar/i,
esperi,3.27,esper/i,
fiŝo,3.27,fiŝ/o,
floro,3.27,flor/o,
forgesi,3.27,forges/i,
fremda,3.27,fremd/a,
gaja,3.27,gaj/a,
gazeto,3.27,gazet/o,
glaso,3.27,glas/o,
historio,3.27,histori/o,
hundo,3.27,hund/o,
ideo,3.27,ide/o,
kalkuli,3.27,kalkul/i,
kapti,3.27,kapt/i,
kara,3.27,kar/a,
kato,3.27,kat/o,
kaŝi,3.27,kaŝ/i,
kaŭzo,3.27,kaŭz/o,
koleri,3.27,koler/i,
komerci,3.27,komerc/i,
komuna,3.27,komun/a,
konduki,3.27,konduk/i,
konsenti,3.27,konsent/i,
kontenta,3.27,kontent/a,
korpo,3.27,korp/o,
kovri,3.27,kovr/i,
kuiri,3.27,kuir/i,
kuŝi,3.27,kuŝ/i,
laca,3.27,lac/a,
lakto,3.27,lakt/o,
larĝa,3.27,larĝ/a,
lavi,3.27,lav/i,
ligi,3.27,lig/i,
ludi,3.27,lud/i,
marko,3.27,mark/o,
mezo,3.27,mez/o,
minuto,3.27,minut/o,
monato,3.27,monat/o,
naturo,3.27,natur/o,
nazo,3.27,naz/o,
neĝo,3.27,neĝ/o,
nokto,3.27,nokt/o,
nubo,3.27,nub/o,
onklo,3.27,onkl/o,
opinii,3.27,opini/i,
orelo,3.27,orel/o,
pano,3.27,pan/o,
papero,3.27,paper/o,
pardoni,3.27,pardon/i,
plori,3.27,plor/i,
pluvo,3.27,pluv/o,
preta,3.27,pret/a,
printempo,3.27,printemp/o,
ripozi,3.27,ripoz/i,
rivero,3.27,river/o,
rompi,3.27,romp/i,
saluti,3.27,salut/i,
sana,3.27,san/a,
sata,3.27,sat/a,
servi,3.27,serv/i,
seĝo,3.27,seĝ/o,
silenti,3.27,silent/i,
somero,3.27,somer/o,
strato,3.27,strat/o,
sufiĉa,3.27,sufiĉ/a,
tranĉi,3.27,tranĉ/i,
tuŝi,3.27,tuŝ/i,
utila,3.27,util/a,
vendi,3.27,vend/i,
verda,3.27,verd/a,
vintro,3.27,vintr/o,
voki,3.27,vok/i,
zorgi,3.27,zorg/i,
ĝardeno,3.27,ĝarden/o,
ĝusta,3.27,ĝust/a,
ŝipo,3.27,ŝip/o,
ŝtono,3.27,ŝton/o,
preter,3.33,preter,
ĉia,3.33,ĉia,
agi,3.77,ag/i,
aprilo,3.77,april/o,
atingi,3.77,ating/i,
aŭgusto,3.77,aŭgust/o,
bani,3.77,ban/i,
decembro,3.77,decembr/o,
decidi,3.77,decid/i,
dimanĉo,3.77,dimanĉ/o,
ekzisti,3.77,ekzist/i,
februaro,3.77,februar/o,
fiksi,3.77,fiks/i,
flui,3.77,flu/i,
grupo,3.77,grup/o,
instrui,3.77,instru/i,
inviti,3.77,invit/i,
januaro,3.77,januar/o,
julio,3.77,juli/o,
junio,3.77,juni/o,
kafo,3.77,kaf/o,
karto,3.77,kart/o,
klaso,3.77,klas/o,
lundo,3.77,lund/o,
majo,3.77,maj/o,
mardo,3.77,mard/o,
marto,3.77,mart/o,
merkredo,3.77,merkred/o,
mola,3.77,mol/a,
novembro,3.77,novembr/o,
oktobro,3.77,oktobr/o,
paĝo,3.77,paĝ/o,
pendi,3.77,pend/i,
peza,3.77,pez/a,
plaĉi,3.77,plaĉ/i,
poŝto,3.77,poŝt/o,
puŝi,3.77,puŝ/i,
sabato,3.77,sabat/o,
saĝa,3.77,saĝ/a,
septembro,3.77,septembr/o,
simila,3.77,simil/a,
studi,3.77,stud/i,
sukcesi,3.77,sukces/i,
vendredo,3.77,vendred/o,
verko,3.77,verk/o,
viziti,3.77,vizit/i,
ĵaŭdo,3.77,ĵaŭd/o,
ŝati,3.77,ŝat/i,
daŭro,4,daŭr/o,
kolekto,4,kolekt/o,
ligo,4,lig/o,
nul,4,nul,
precipa,4,precip/a,
supro,4,supr/o,
bedaŭri,4.27,bedaŭr/i,
gvidi,4.27,gvid/i,
miksi,4.27,miks/i,
paro,4.27,par/o,
publiko,4.27,publik/o,
sperta,4.27,spert/a,
teo,4.27,te/o,
trovi,4.27,trov/i,
venki,4.27,venk/i,
volvi,4.27,volv/i,
afabla,4.33,afabl/a,
halti,4.33,halt/i,
korto,4.33,kort/o,
postuli,4.33,postul/i,
rimedo,4.33,rimed/o,
ĉevalo,4.33,ĉeval/o,
dato,4.77,dat/o,
angulo,4.83,angul/o,
aparta,4.83,apart/a,
avo,4.83,av/o,
batali,4.83,batal/i,
bordo,4.83,bord/o,
brako,4.83,brak/o,
brui,4.83,bru/i,
ekzemplo,4.83,ekzempl/o,
fajro,4.83,fajr/o,
fero,4.83,fer/o,
festi,4.83,fest/i,
frapi,4.83,frap/i,
gajni,4.83,gajn/i,
hela,4.83,hel/a,
interna,4.83,intern/a,
justa,4.83,just/a,
kolo,4.83,kol/o,
kutimo,4.83,kutim/o,
ligno,4.83,lign/o,
linio,4.83,lini/o,
mezuri,4.83,mezur/i,
momento,4.83,moment/o,
nombro,4.83,nombr/o,
ordo,4.83,ord/o,
ordoni,4.83,ordon/i,
paŝi,4.83,paŝ/i,
peni,4.83,pen/i,
planko,4.83,plank/o,
plendi,4.83,plend/i,
plezuro,4.83,plezur/o,
plumo,4.83,plum/o,
prava,4.83,prav/a,
profunda,4.83,profund/a,
rondo,4.83,rond/o,
rozo,4.83,roz/o,
salti,4.83,salt/i,
sango,4.83,sang/o,
speco,4.83,spec/o,
stacio,4.83,staci/o,
stato,4.83,stat/o,
suferi,4.83,sufer/i,
sukero,4.83,suker/o,
vagono,4.83,vagon/o,
veki,4.83,vek/i,
vetero,4.83,veter/o,
vilaĝo,4.83,vilaĝ/o,
vitro,4.83,vitr/o,
ĉapelo,4.83,ĉapel/o,
fiksa,5,fiks/a,
produkto,5,produkt/o,
prunto,5,prunt/o,
rulo,5,rul/o,
aŭto,5.27,aŭt/o,
adreso,5.33,adres/o,
amuzi,5.33,amuz/i,
animo,5.33,anim/o,
aranĝi,5.33,aranĝ/i,
arĝento,5.33,arĝent/o,
benko,5.33,benk/o,
bovo,5.33,bov/o,
bruna,5.33,brun/a,
brusto,5.33,brust/o,
butero,5.33,buter/o,
cetera,5.33,ceter/a,
danĝero,5.33,danĝer/o,
donaco,5.33,donac/o,
dorso,5.33,dors/o,
efektiva,5.33,efekt/iv/a,
efiki,5.33,efik/i,
egala,5.33,egal/a,
estimi,5.33,estim/i,
flava,5.33,flav/a,
folio,5.33,foli/o,
fonto,5.33,font/o,
freŝa,5.33,freŝ/a,
fundo,5.33,fund/o,
gardi,5.33,gard/i,
genuo,5.33,genu/o,
glacio,5.33,glaci/o,
griza,5.33,griz/a,
herbo,5.33,herb/o,
horloĝo,5.33,horloĝ/o,
inko,5.33,ink/o,
insekto,5.33,insekt/o,
intenci,5.33,intenc/i,
juĝi,5.33,juĝ/i,
kapabla,5.33,kapabl/a,
klini,5.33,klin/i,
koko,5.33,kok/o,
kompati,5.33,kompat/i,
konservi,5.33,konserv/i,
koverto,5.33,kovert/o,
krajono,5.33,krajon/o,
krei,5.33,kre/i,
kruco,5.33,kruc/o,
kruro,5.33,krur/o,
kuko,5.33,kuk/o,
kulero,5.33,kuler/o,
kulpa,5.33,kulp/a,
kuraci,5.33,kurac/i,
kuzo,5.33,kuz/o,
lago,5.33,lag/o,
lango,5.33,lang/o,
lerta,5.33,lert/a,
leĝo,5.33,leĝ/o,
limo,5.33,lim/o,
luno,5.33,lun/o,
maniero,5.33,manier/o,
marŝi,5.33,marŝ/i,
mastro,5.33,mastr/o,
moki,5.33,mok/i,
muziko,5.33,muzik/o,
numero,5.33,numer/o,
objekto,5.33,objekt/o,
ofico,5.33,ofic/o,
ombro,5.33,ombr/o,
ordinara,5.33,ordinar/a,
ovo,5.33,ov/o,
pako,5.33,pak/o,
plafono,5.33,plafon/o,
porko,5.33,pork/o,
poŝo,5.33,poŝ/o,
preferi,5.33,prefer/i,
prepari,5.33,prepar/i,
promeni,5.33,promen/i,
promesi,5.33,promes/i,
radio,5.33,radi/o,
regiono,5.33,region/o,
rekta,5.33,rekt/a,
religio,5.33,religi/o,
reĝo,5.33,reĝ/o,
ripeti,5.33,ripet/i,
ruli,5.33,rul/i,
sako,5.33,sak/o,
seka,5.33,sek/a,
senco,5.33,senc/o,
serioza,5.33,serioz/a,
spiri,5.33,spir/i,
spirito,5.33,spirit/o,
stelo,5.33,stel/o,
sumo,5.33,sum/o,
telero,5.33,teler/o,
teruro,5.33,terur/o,
tondi,5.33,tond/i,
trafi,5.33,traf/i,
truo,5.33,tru/o,
vaporo,5.33,vapor/o,
vasta,5.33,vast/a,
vino,5.33,vin/o,
voĉo,5.33,voĉ/o,
ĉesi,5.33,ĉes/i,
ŝafo,5.33,ŝaf/o,
ŝlosi,5.33,ŝlos/i,
ŝtato,5.33,ŝtat/o,
ŝteli,5.33,ŝtel/i,
ŝtupo,5.33,ŝtup/o,
dio,5.67,di/o,
fendi,5.67,fend/i,
foti,5.67,fot/i,
ha,5.67,ha,
ho,5.67,ho,
i,5.67,i,NEEDS_TRANS
inkluziva,5.67,inkluziv/a,
kolego,5.67,koleg/o,
komputi,5.67,komput/i,
kontakto,5.67,kontakt/o,
kotizi,5.67,kotiz/i,
kristo,5.67,krist/o,
nepre,5.67,nepr/e,
novelo,5.67,novel/o,
produkti,5.67,produkt/i,
prunti,5.67,prunt/i,
registri,5.67,registr/i,
rezervi,5.67,rezerv/i,
sonori,5.67,sonor/i,
streki,5.67,strek/i,
taŭgi,5.67,taŭg/i,
volonte,5.67,volont/e,
akiri,5.83,akir/i,
akompani,5.83,akompan/i,
akra,5.83,akr/a,
anonci,5.83,anonc/i,
aparteni,5.83,aparten/i,
apogi,5.83,apog/i,
aprobi,5.83,aprob/i,
armi,5.83,arm/i,
ataki,5.83,atak/i,
averti,5.83,avert/i,
baro,5.83,bar/o,
bastono,5.83,baston/o,
blovi,5.83,blov/i,
boli,5.83,bol/i,
botelo,5.83,botel/o,
branĉo,5.83,branĉ/o,
butono,5.83,buton/o,
cifero,5.83,cifer/o,
danci,5.83,danc/i,
defendi,5.83,defend/i,
delikata,5.83,delikat/a,
densa,5.83,dens/a,
desegni,5.83,desegn/i,
diferenci,5.83,diferenc/i,
doktoro,5.83,doktor/o,
ebena,5.83,eben/a,
eduki,5.83,eduk/i,
estingi,5.83,esting/i,
eviti,5.83,evit/i,
fadeno,5.83,faden/o,
fako,5.83,fak/o,
fakto,5.83,fakt/o,
falsi,5.83,fals/i,
fama,5.83,fam/a,
